network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-02T20:45:00Z,16.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-02T20:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-02T21:00:00Z,3.56,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-02T21:00:00Z,2.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-02T21:00:00Z,4.23,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-02T21:00:00Z,1.46,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-02T21:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-02T21:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-02T22:00:00Z,3.1,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-02T22:00:00Z,2.4,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-02T22:00:00Z,1.63,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-02T22:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-02T22:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-02T23:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-02T23:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T00:45:00Z,13.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T00:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T01:45:00Z,12.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T01:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T02:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T02:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T03:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T03:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T04:00:00Z,3.09,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T04:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T04:00:00Z,3.66,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T04:00:00Z,2.25,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T04:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T04:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T05:00:00Z,3.04,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T05:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T05:00:00Z,3.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T05:00:00Z,2.2,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T05:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T05:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T06:00:00Z,3.01,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T06:00:00Z,2.48,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T06:00:00Z,3.27,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T06:00:00Z,1.91,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T06:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T06:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T07:00:00Z,3.09,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T07:00:00Z,1.96,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T07:00:00Z,3.75,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T07:00:00Z,1.7,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T07:45:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T07:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T08:00:00Z,3.41,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T08:00:00Z,1.73,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T08:00:00Z,3.69,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T08:00:00Z,1.92,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T08:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T08:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T09:00:00Z,2.87,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T09:00:00Z,1.86,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T09:00:00Z,3.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T09:00:00Z,1.99,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T09:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T09:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T10:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T10:00:00Z,2.48,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T10:00:00Z,3.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T10:00:00Z,1.68,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T10:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T10:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T11:00:00Z,2.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T11:00:00Z,2.28,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T11:00:00Z,3.78,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T11:00:00Z,2.65,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T11:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T11:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T12:00:00Z,2.66,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T12:00:00Z,2.21,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T12:00:00Z,3.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T12:00:00Z,1.41,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T12:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T12:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T13:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T13:00:00Z,1.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T13:00:00Z,4.17,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T13:00:00Z,2.11,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T13:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T13:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T14:00:00Z,2.7,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T14:00:00Z,1.78,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T14:00:00Z,3.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T14:00:00Z,1.99,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T14:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T14:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T15:00:00Z,2.88,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T15:00:00Z,2.02,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T15:00:00Z,4.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T15:00:00Z,1.98,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T15:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T15:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T16:00:00Z,2.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T16:00:00Z,2.63,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T16:00:00Z,4.21,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T16:00:00Z,2.13,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T16:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T16:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T17:00:00Z,3.17,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T17:00:00Z,2.92,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T17:00:00Z,3.9,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T17:00:00Z,2.21,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T17:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T17:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T18:00:00Z,2.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T18:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T18:00:00Z,4.22,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T18:00:00Z,2.04,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T18:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T18:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T19:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T19:00:00Z,2.5,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T19:00:00Z,4.07,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T19:00:00Z,1.9,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T19:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T19:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T20:00:00Z,2.95,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T20:00:00Z,1.93,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T20:00:00Z,5.44,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T20:00:00Z,1.65,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T20:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T20:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T21:00:00Z,3.35,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T21:00:00Z,1.95,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T21:00:00Z,5.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T21:00:00Z,1.67,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T21:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T21:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-03T22:00:00Z,2.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-03T22:00:00Z,1.91,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-03T22:00:00Z,3.84,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-03T22:00:00Z,1.63,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T22:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T22:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-03T23:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-03T23:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T00:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T00:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T01:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T01:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T02:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T02:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T04:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T04:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T05:00:00Z,2.93,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T05:00:00Z,2.5,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T05:00:00Z,4.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T05:00:00Z,1.97,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T05:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T05:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T06:00:00Z,2.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T06:00:00Z,2.58,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T06:00:00Z,3.96,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T06:00:00Z,2.28,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T06:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T06:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T07:00:00Z,2.6,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T07:00:00Z,2.56,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T07:00:00Z,3.79,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T07:00:00Z,1.49,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T07:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T07:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T08:00:00Z,3.15,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T08:00:00Z,1.68,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T08:00:00Z,3.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T08:00:00Z,1.4,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T08:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T08:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T09:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T09:00:00Z,1.91,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T09:00:00Z,3.31,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T09:00:00Z,1.38,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T09:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T09:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T10:00:00Z,3.09,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T10:00:00Z,2.05,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T10:00:00Z,3.81,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T10:00:00Z,1.4,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T10:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T10:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T11:00:00Z,2.65,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T11:00:00Z,2.4,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T11:00:00Z,4.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T11:00:00Z,1.4,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T11:45:00Z,12.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T11:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T12:00:00Z,2.46,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T12:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T12:00:00Z,3.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T12:00:00Z,1.73,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T12:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T12:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T13:00:00Z,2.37,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T13:00:00Z,2.29,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T13:00:00Z,3.38,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T13:00:00Z,1.86,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T13:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T13:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T14:00:00Z,2.44,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T14:00:00Z,1.74,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T14:00:00Z,4.59,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T14:00:00Z,1.56,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T14:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T14:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T15:00:00Z,2.44,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T15:00:00Z,2.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T15:00:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T15:00:00Z,2.04,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T15:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T15:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T16:00:00Z,2.58,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T16:00:00Z,2.55,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T16:00:00Z,5.56,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T16:00:00Z,2.04,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T16:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T16:45:00Z,7.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T17:00:00Z,2.51,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T17:00:00Z,2.46,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T17:00:00Z,4.54,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T17:00:00Z,1.98,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T17:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T17:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T18:00:00Z,2.46,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T18:00:00Z,2.66,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T18:00:00Z,5.29,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T18:00:00Z,2.14,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T18:45:00Z,14.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T18:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T19:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-04T19:00:00Z,2.6,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-04T19:00:00Z,4.25,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-04T19:00:00Z,1.77,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-04T19:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-04T19:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-04T20:00:00Z,2.75,1111122 
